name,type,ownership,authority,status,longitude,latitude,F15Regions,DName2016,CName2016,SName2016,scode,costituenc,d,c,s,p,pc2016,mpopn,fpopn,SexRatio,tpopn,hf_id
Galimagi HC III,HC III,Government,MOH,Functional,33.93438,1.175386,BUKEDI,PALLISA,BUTEBO,PETETE,210107,BUTEBO COUNTY,BUTEBO,BUTEBO,PETETE,PETETE,23310704,2739,2926.0,93.6,5665.0,HF1621
Nagwere HC III,HC III,Government,MOH,Functional,33.86635,1.16575,BUKEDI,PALLISA,BUTEBO,PETETE,210107,BUTEBO COUNTY,BUTEBO,BUTEBO,PETETE,KACHABALI,23310701,2261,2330.0,97.0,4591.0,HF1622
Limoto HC II,HC II,Government,MOH,Functional,33.73483,1.1295,BUKEDI,PALLISA,PALLISA,PUTI-PUTI,210206,PALLISA COUNTY,PALLISA,PALLISA,PUTI-PUTI,LIMOTO,21020603,3169,3373.0,94.0,6542.0,HF1623
Mpongi HC II,HC II,Government,MOH,Functional,33.79357,1.12385,BUKEDI,PALLISA,PALLISA,PUTI-PUTI,210206,PALLISA COUNTY,PALLISA,PALLISA,PUTI-PUTI,MPONGI,21020604,3387,3411.0,99.3,6798.0,HF1624
Atiira Medical Centre HC II,HC II,Private Not For Profit,,Functional,33.52275,1.61186,TESO,SERERE,SERERE,ATIIRA,232201,SERERE COUNTY,SERERE,SERERE,ATIIRA,ATIIRA,23220103,2395,2517.0,95.2,4912.0,HF1625
Atiira HC III,HC III,Government,MOH,Functional,33.51307,1.60181,TESO,SERERE,SERERE,ATIIRA,232201,SERERE COUNTY,SERERE,SERERE,ATIIRA,ATIIRA,23220103,2395,2517.0,95.2,4912.0,HF1626
Kamod HC II,HC II,Government,MOH,Functional,33.36491,1.57127,TESO,SERERE,KASILO,KASILO TOWN COUNCIL,232103,KASILO COUNTY,SERERE,KASILO,KASILO TOWN COUNCIL,KAMOD,23210301,831,905.0,91.8,1736.0,HF1627
Bugondo HC III,HC III,Government,MOH,Functional,33.29324,1.62054,TESO,SERERE,KASILO,BUGONDO,232101,KASILO COUNTY,SERERE,KASILO,BUGONDO,OGERA,23210105,4574,4809.0,95.1,9383.0,HF1628
Apapai HC IV,HC IV,Government,MOH,Functional,33.29067,1.52954,TESO,SERERE,KASILO,BUGONDO,232101,KASILO COUNTY,SERERE,KASILO,BUGONDO,KONGOKOTO,23210104,3846,4189.0,91.8,8035.0,HF1629
Kagwara HC II,HC II,Government,MOH,Functional,33.14142,1.49811,TESO,SERERE,KASILO,KADUNGULU,232102,KASILO COUNTY,SERERE,SERERE,KADUNGULU,KAGWARA,23210204,2267,2313.0,98.0,4580.0,HF1630
Kadungulu HC III,HC III,Government,MOH,Functional,33.21691,1.52961,TESO,SERERE,KASILO,KADUNGULU,232102,KASILO COUNTY,SERERE,KASILO,KADUNGULU,KADUNGULU,23210203,4591,4700.0,97.7,9291.0,HF1631
Kamusala HC II,HC II,Government,MOH,Functional,33.57668,1.45025,TESO,SERERE,SERERE,KATETA,232202,SERERE COUNTY,SERERE,SERERE,KATETA,KAMUSALA,23220201,2557,2848.0,89.8,5405.0,HF1632
Kateta Moru HC II,HC II,Government,MOH,Functional,33.50267,1.46379,TESO,SERERE,SERERE,KATETA,232202,SERERE COUNTY,SERERE,SERERE,KATETA,KATETA,23220203,5278,5599.0,94.3,10877.0,HF1633
Kateta Ngo HC II,HC II,Private Not For Profit,,Functional,33.49468,1.4565,TESO,SERERE,SERERE,KATETA,232202,SERERE COUNTY,SERERE,SERERE,KATETA,KATETA,23220203,5278,5599.0,94.3,10877.0,HF1634
Kateta Gvt HC III,HC III,Government,MOH,Functional,33.51954,1.41436,TESO,SERERE,SERERE,KATETA,232202,SERERE COUNTY,SERERE,SERERE,KATETA,OKODO,23220205,2449,2625.0,93.3,5074.0,HF1635
Omagoro HC II,HC II,Government,MOH,Functional,33.65351,1.53528,TESO,SERERE,SERERE,KYERE,232203,SERERE COUNTY,SERERE,SERERE,KYERE,OMAGORO,23220308,2754,2954.0,93.2,5708.0,HF1636
Kyere HC III,HC III,Government,MOH,Functional,33.59933,1.48539,TESO,SERERE,SERERE,KYERE,232203,SERERE COUNTY,SERERE,SERERE,KYERE,KAKUJA,23220302,2831,3148.0,89.9,5979.0,HF1637
Kyere mission HC III,HC III,Private Not For Profit,UCMB,Functional,33.60014,1.48245,TESO,SERERE,SERERE,KYERE,232203,SERERE COUNTY,SERERE,SERERE,KYERE,KYERE,23220306,2771,2851.0,97.2,5622.0,HF1638
Serere Akoboi HC II GOVT,HC II,Government,MOH,Functional,33.41865,1.57369,TESO,SERERE,SERERE,OLIO,232204,SERERE COUNTY,SERERE,SERERE,OLIO,AKOBOI,23220401,2416,2521.0,95.8,4937.0,HF1639
Oburin HC II,HC II,Government,MOH,,33.51268,1.53778,TESO,SERERE,SERERE,OLIO,232204,SERERE COUNTY,SERERE,SERERE,OLIO,ODUNGURA,23220404,2431,2543.0,95.6,4974.0,HF1640
Miria HC II,HC II,Private Not For Profit,,Functional,33.4382,1.55369,TESO,SERERE,SERERE,SERERE TOWN COUNCIL,232205,SERERE COUNTY,SERERE,SERERE,SERERE TOWN COUNCIL,OKULONYO,23220502,366,323.0,113.3,689.0,HF1641
St. Martins Amakio HC III,HC III,Private Not For Profit,,Functional,33.51268,1.53778,TESO,SERERE,SERERE,OLIO,232204,SERERE COUNTY,SERERE,SERERE,OLIO,ODUNGURA,23220404,2431,2543.0,95.6,4974.0,HF1642
Serere HC IV,HC IV,Government,MOH,Functional,33.45971,1.52179,TESO,SERERE,SERERE,SERERE TOWN COUNCIL,232205,SERERE COUNTY,SERERE,SERERE,SERERE TOWN COUNCIL,OSUGURO,23220503,2205,2281.0,96.7,4486.0,HF1643
Aarapoo HC II,HC II,Government,MOH,Functional,33.22673,1.42831,TESO,SERERE,KASILO,LABORI,232104,KASILO COUNTY,SERERE,KASILO,LABORI,AARAPOO,23210401,3505,3544.0,98.9,7049.0,HF1644
Kidetok HC III,HC III,Private Not For Profit,UCMB,Functional,33.41009,1.48291,TESO,SERERE,KASILO,PINGIRE,232105,KASILO COUNTY,SERERE,KASILO,PINGIRE,KIDETOK,23210502,3311,3687.0,89.8,6998.0,HF1645
Budadiri Mission HC II,HC II,Private Not For Profit,UCMB,Functional,34.32841,1.17342,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUDADIRI TOWN COUNCIL,215101,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,BUDADIRI TOWN COUNCIL,BUNYODDE WARD,21510102,2538,2539.0,100.0,5077.0,HF1646
Budadiri HC IV,HC IV,Government,MOH,Functional,34.32841,1.17328,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUDADIRI TOWN COUNCIL,215101,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,BUDADIRI TOWN COUNCIL,BUNYODDE WARD,21510102,2538,2539.0,100.0,5077.0,HF1647
Bugitimwa Ngo HC II,HC II,Private Not For Profit,UCMB,Functional,34.40911,1.14923,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUGITIMWA,215102,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,BUGITIMWA,BUMULEGI,21510204,367,362.0,101.4,729.0,HF1648
Bugitimwa Gvt HC III,HC III,Government,MOH,Functional,34.38993,1.15925,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUGITIMWA,215102,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,BUGITIMWA,BUWETYE,21510205,395,365.0,108.2,760.0,HF1649
Mutufu Prisons Clinic,Clinic,Government,Prisons,Functional,34.30572,1.20599,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUHUGU,215103,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,BUHUGU,MUTUFU,21510904,2086,2214.0,94.2,4300.0,HF1650
Bukhulo HC II,HC II,Private For Profit,Local Government,Functional,34.2082,1.21039,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUKHULO,215104,BUDADIRI COUNTY WEST,SIRONKO,BUDADIRI,BUKHULO,SOOLA,21510411,1102,1275.0,86.4,2377.0,HF1651
Simu Pondo HC II,HC II,Government,MOH,Functional,34.30459,1.2749,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUKIISE,215105,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,BUKIISE,SIMU PONDO,21510510,894,884.0,101.1,1778.0,HF1652
Shared Blessings HC III,HC III,Private Not For Profit,,Functional,34.36074,1.20297,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUKYABO,215107,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,BUKYABO,BUMUSABIRE,21510702,334,361.0,92.5,695.0,HF1653
Nampanga HC II,HC II,Private Not For Profit,,Functional,34.196721,1.174426,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUKHULO,215104,BUDADIRI COUNTY WEST,SIRONKO,BUDADIRI,BUKHULO,MAFUDU,21510408,917,967.0,94.8,1884.0,HF1654
Mutufu HC II,HC II,Government,MOH,Functional,34.302391,1.209029,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUHUGU,215103,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,BUHUGU,MUTUFU,21510904,2086,2214.0,94.2,4300.0,HF1655
Bumulisha HC III,HC III,Government,MOH,Functional,34.31857,1.216031,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUMALIMBA,215109,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,BUMALIMBA,BUMULISYA,21510902,1721,1667.0,103.2,3388.0,HF1656
Buhugu HC III,HC III,Private Not For Profit,,Functional,34.344459,1.18868,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUKYABO,215107,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,BUKYABO,BUKYABO,21510701,913,888.0,102.8,1801.0,HF1657
Bulwala HC III,HC III,Government,MOH,Functional,34.35784,1.17083,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUMASIFWA,215110,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,BUMASIFWA,BUNAMAHANDE,21511008,465,416.0,111.8,881.0,HF1658
Bunagami HC III,HC III,Government,MOH,Functional,34.38823,1.20183,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUMASIFWA,215110,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,BUMASIFWA,BUMAGUZE,21511003,696,694.0,100.3,1390.0,HF1659
Bunaseke HC III,HC III,Government,MOH,Functional,34.38823,1.20183,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUMASIFWA,215110,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,BUMASIFWA,BUMAGUZE,21511003,696,694.0,100.3,1390.0,HF1660
Butandiga HC III,HC III,Government,MOH,Functional,34.35048,1.21928,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUTANDIGA,215113,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,BUTANDIGA,BUTANDIGA,21511301,1165,1139.0,102.3,2304.0,HF1661
Mbaya HC III,HC III,Government,MOH,Functional,34.3204,1.24473,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUTANDIGA,215113,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,BUTANDIGA,SIGWA,21511304,676,649.0,104.2,1325.0,HF1662
Buteza HC III,HC III,Government,MOH,Functional,34.30101,1.1196,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUNYAFA,215111,BUDADIRI COUNTY WEST,SIRONKO,BUDADIRI,BUNYAFA,KIGULYA,21511104,1213,1280.0,94.8,2493.0,HF1663
Bubeza HC II,HC II,Government,MOH,Functional,34.24234,1.17797,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUWALASI,215115,BUDADIRI COUNTY WEST,SIRONKO,BUDADIRI,BUWALASI,BUBBEZA,21511501,1067,973.0,109.7,2040.0,HF1664
Bugusege Ccf HC II,HC II,Government,MOH,Functional,34.25678,1.14643,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUWALASI,215115,BUDADIRI COUNTY WEST,SIRONKO,BUDADIRI,BUWALASI,BUGUSEGE,21511502,602,639.0,94.2,1241.0,HF1665
Buwalasi HC III,HC III,Government,MOH,Functional,34.22461,1.1611,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUKIYI,215106,BUDADIRI COUNTY WEST,SIRONKO,BUDADIRI,BUKIYI,BUKIGALABO,21510601,1131,1118.0,101.2,2249.0,HF1666
Buwasa HC IV,HC IV,Government,MOH,Functional,34.27368,1.14055,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUWASA,215116,BUDADIRI COUNTY WEST,SIRONKO,BUDADIRI,BUWASA,BUMASABA,21511604,791,756.0,104.6,1547.0,HF1667
Buyobo HC II,HC II,Private Not For Profit,,Functional,34.28756,1.16299,BUGISU_SEBEI,SIRONKO,BUDADIRI,BUYOBO,215117,BUDADIRI COUNTY WEST,SIRONKO,BUDADIRI,BUYOBO,BULAMBULI,21511702,707,757.0,93.4,1464.0,HF1668
Buyaya HC II,HC II,Government,MOH,Functional,34.24976,1.18866,BUGISU_SEBEI,SIRONKO,BUDADIRI,NALUSALA,215119,BUDADIRI COUNTY WEST,SIRONKO,BUDADIRI,NALUSALA,BUYAYA,21511904,732,658.0,111.2,1390.0,HF1669
Buboolo HC II,HC II,Government,MOH,Functional,34.3929,1.144,BUGISU_SEBEI,SIRONKO,BUDADIRI,MASABA,215118,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,MASABA,BUBOOLO,21511801,1102,1003.0,109.9,2105.0,HF1670
Masiyompo HC III,HC III,Private Not For Profit,Local Government,Functional,34.39112,1.12912,BUGISU_SEBEI,SIRONKO,BUDADIRI,MASABA,215118,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,MASABA,BUKINYALE,21511803,1329,1242.0,107.0,2571.0,HF1671
Kyesha HC II,HC II,Government,MOH,Functional,34.33445,1.10447,BUGISU_SEBEI,SIRONKO,BUDADIRI,ZESUI,215121,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,ZESUI,NABWEYA,21512104,938,915.0,102.5,1853.0,HF1672
Bulujewa HC III,HC III,Government,MOH,Functional,34.34611,1.12778,BUGISU_SEBEI,SIRONKO,BUDADIRI,ZESUI,215121,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,ZESUI,BULUJEWA,21512102,1204,1313.0,91.7,2517.0,HF1673
Bumumulo HC III,HC III,Government,MOH,Functional,34.37565,1.12777,BUGISU_SEBEI,SIRONKO,BUDADIRI,ZESUI,215121,BUDADIRI COUNTY EAST,SIRONKO,BUDADIRI,ZESUI,SHIMUMA,21512105,1199,1215.0,98.7,2414.0,HF1674
Agirigiroi HC II,HC II,Government,MOH,Functional,33.59886,1.93492,TESO,SOROTI,SOROTI,ARAPAI,211106,DAKABELA COUNTY,SOROTI,SOROTI,ARAPAI,AGIRIGIROI,21110602,2917,2978.0,98.0,5895.0,HF1675
Arabaka HC II,HC II,Government,MOH,Functional,33.65742,1.83542,TESO,SOROTI,SOROTI,ARAPAI,211106,DAKABELA COUNTY,SOROTI,SOROTI,ARAPAI,ARABAKA,21110605,2778,3026.0,91.8,5804.0,HF1676
Arapai HC II,HC II,Government,MOH,Functional,33.61791,1.78725,TESO,SOROTI,SOROTI,ARAPAI,211106,DAKABELA COUNTY,SOROTI,SOROTI,ARAPAI,AMORU,21110601,1799,1834.0,98.1,3633.0,HF1677
Dakabela HC III,HC III,Government,MOH,Functional,33.62551,1.86022,TESO,SOROTI,SOROTI,ARAPAI,211106,DAKABELA COUNTY,SOROTI,SOROTI,ARAPAI,ODUDUI,21110603,3141,3391.0,92.6,6532.0,HF1678
Obule HC II,HC II,Private Not For Profit,CSO,Functional,33.54672,1.63442,TESO,SOROTI,SOROTI,ASURET,211103,SOROTI COUNTY,SOROTI,SOROTI,ASURET,OBULE,21110304,3318,3498.0,94.9,6816.0,HF1679
Ocokican HC II,HC II,Government,MOH,Functional,33.50042,1.64537,TESO,SOROTI,SOROTI,ASURET,211103,SOROTI COUNTY,SOROTI,SOROTI,ASURET,OCOKICAN,21110303,3479,3564.0,97.6,7043.0,HF1680
Asuret HC III,HC III,Government,MOH,Functional,33.598918,1.628748,TESO,SOROTI,SOROTI,ASURET,211103,SOROTI COUNTY,SOROTI,SOROTI,ASURET,OBULE,21110304,3318,3498.0,94.9,6816.0,HF1681
Aukot HC II,HC II,Government,MOH,Functional,33.69355,1.61767,TESO,SOROTI,SOROTI,GWERI,211107,SOROTI COUNTY,SOROTI,SOROTI,GWERI,AUKOT,21110706,3626,3858.0,94.0,7484.0,HF1682
Awaliwal HC II,HC II,Government,MOH,Functional,33.7089,1.80849,TESO,SOROTI,SOROTI,GWERI,211107,SOROTI COUNTY,SOROTI,SOROTI,GWERI,AWALIWAL,21110702,4065,4365.0,93.1,8430.0,HF1683
Gweri HC III,HC III,Government,MOH,Functional,33.731964,1.720797,TESO,SOROTI,SOROTI,GWERI,211107,SOROTI COUNTY,SOROTI,SOROTI,GWERI,GWERI,21110705,3151,3471.0,90.8,6622.0,HF1684
Kamuda HC III,HC III,Government,MOH,Functional,33.502457,1.739952,TESO,SOROTI,SOROTI,KAMUDA,211102,SOROTI COUNTY,SOROTI,SOROTI,KAMUDA,AMINIT,21110204,5458,5676.0,96.2,11134.0,HF1685
Ojom HC II,HC II,Government,MOH,Functional,33.53648,1.84163,TESO,SOROTI,SOROTI,KATINE,211104,DAKABELA COUNTY,SOROTI,SOROTI,KATINE,OJOM,21110404,3402,3607.0,94.3,7009.0,HF1686
Katine HC II,HC II,Private Not For Profit,UCMB,Functional,33.47912,1.88577,TESO,SOROTI,SOROTI,KATINE,211104,DAKABELA COUNTY,SOROTI,SOROTI,KATINE,KATINE,21110402,2039,2022.0,100.8,4061.0,HF1687
ATIRIR HC IV,HC IV,Government,MOH,Functional,33.45841,1.90514,TESO,SOROTI,SOROTI,KATINE,211104,DAKABELA COUNTY,SOROTI,SOROTI,KATINE,OJAMA,21110403,2264,2289.0,98.9,4553.0,HF1688
Moruapesur HC II,HC II,Government,MOH,Functional,33.6287,1.70856,TESO,SOROTI,SOROTI  MUNICIPALITY,NORTHERN DIVISION,211201,SOROTI MUNICIPALITY,SOROTI,SOROTI MUNICIPALITY,EASTERN DIVISION,MORUAPESUR WARD,21120203,3276,3464.0,94.6,6740.0,HF1689
Eastern Div. HC III,HC III,Government,MOH,Functional,33.62766,1.71331,TESO,SOROTI,SOROTI  MUNICIPALITY,NORTHERN DIVISION,211201,SOROTI MUNICIPALITY,SOROTI,SOROTI MUNICIPALITY,EASTERN DIVISION,AGIP WARD,21120205,2695,3071.0,87.8,5766.0,HF1690
Soroti Police HC III,HC III,,Police,Functional,33.61657,1.71146,TESO,SOROTI,SOROTI  MUNICIPALITY,NORTHERN DIVISION,211201,SOROTI MUNICIPALITY,SOROTI,SOROTI MUNICIPALITY,EASTERN DIVISION,AKISIM WARD,21120202,975,1123.0,86.8,2098.0,HF1691
TASO Soroti CLINIC,Clinic,NGO,CSO,Functional,33.613078,1.716939,TESO,SOROTI,SOROTI  MUNICIPALITY,EASTERN DIVISION,211202,SOROTI MUNICIPALITY,SOROTI,SOROTI MUNICIPALITY,NORTHERN DIVISION,PIONEER WARD,21120101,927,996.0,93.1,1923.0,HF1692
Madera HC II,HC II,Private Not For Profit,UCMB,Functional,33.62563,1.74554,TESO,SOROTI,SOROTI  MUNICIPALITY,EASTERN DIVISION,211202,SOROTI MUNICIPALITY,SOROTI,SOROTI MUNICIPALITY,NORTHERN DIVISION,MADERA WARD,21120104,2571,2858.0,90.0,5429.0,HF1693
St. Peters COU HC II,HC II,Private Not For Profit,,Functional,33.61519,1.7218,TESO,SOROTI,SOROTI  MUNICIPALITY,EASTERN DIVISION,211202,SOROTI MUNICIPALITY,SOROTI,SOROTI MUNICIPALITY,NORTHERN DIVISION,PIONEER WARD,21120101,927,996.0,93.1,1923.0,HF1694
Soroti Prisons HC III,HC III,Government,Prisons,Functional,33.61209,1.72382,TESO,SOROTI,SOROTI  MUNICIPALITY,EASTERN DIVISION,211202,SOROTI MUNICIPALITY,SOROTI,SOROTI MUNICIPALITY,NORTHERN DIVISION,CAMP SWAHILI WARD,21120102,3258,2963.0,110.0,6221.0,HF1695
Islamic HC III,HC III,Private Not For Profit,UMMB,Functional,33.61365,1.73356,TESO,SOROTI,SOROTI  MUNICIPALITY,EASTERN DIVISION,211202,SOROTI MUNICIPALITY,SOROTI,SOROTI MUNICIPALITY,NORTHERN DIVISION,CAMP SWAHILI WARD,21120102,3258,2963.0,110.0,6221.0,HF1696
Princes Diana HC IV,HC IV,Government,MOH,Functional,33.62114,1.74807,TESO,SOROTI,SOROTI  MUNICIPALITY,EASTERN DIVISION,211202,SOROTI MUNICIPALITY,SOROTI,SOROTI MUNICIPALITY,NORTHERN DIVISION,MADERA WARD,21120104,2571,2858.0,90.0,5429.0,HF1697
Soroti REGIONAL REF HOSPITAL,RR Hospital,Government,MOH,Functional,33.61395,1.71849,TESO,SOROTI,SOROTI  MUNICIPALITY,EASTERN DIVISION,211202,SOROTI MUNICIPALITY,SOROTI,SOROTI MUNICIPALITY,NORTHERN DIVISION,PIONEER WARD,21120101,927,996.0,93.1,1923.0,HF1698
Opuyo HC II,HC II,Government,MOH,Functional,33.65697,1.71628,TESO,SOROTI,SOROTI,SOROTI,211105,SOROTI COUNTY,SOROTI,SOROTI,SOROTI,OPUYO,21110503,3572,3750.0,95.3,7322.0,HF1699
Soroti HC III,HC III,Government,MOH,Functional,33.62192,1.7211,TESO,SOROTI,SOROTI  MUNICIPALITY,EASTERN DIVISION,211202,SOROTI MUNICIPALITY,SOROTI,SOROTI MUNICIPALITY,NORTHERN DIVISION,PIONEER WARD,21120101,927,996.0,93.1,1923.0,HF1700
Western Division HC III,HC III,Government,MOH,Functional,33.59752,1.7152,TESO,SOROTI,SOROTI  MUNICIPALITY,WESTERN DIVISION,211203,SOROTI MUNICIPALITY,SOROTI,SOROTI MUNICIPALITY,WESTERN DIVISION,ODERAI-MAJENGO,21120302,816,940.0,86.8,1756.0,HF1701
Tubur HC III,HC III,Government,MOH,Functional,33.51942,1.95525,TESO,SOROTI,SOROTI,TUBUR,211101,DAKABELA COUNTY,SOROTI,SOROTI,TUBUR,TUBUR,21110104,2194,2435.0,90.1,4629.0,HF1702
Nyemera HC II,HC II,,Local Government,Functional,33.96227,0.61185,BUKEDI,TORORO,WEST BUDAMA,IYOLWA,212301,WEST BUDAMA COUNTY SOUTH,TORORO,WEST BUDAMA (KISOLO),IYOLWA,POYEM,21230104,2209,2330.0,94.8,4539.0,HF1703
Fungwe HC II,HC II,Government,MOH,Functional,33.909588,0.657131,BUKEDI,TORORO,WEST BUDAMA,IYOLWA,212301,WEST BUDAMA COUNTY SOUTH,TORORO,WEST BUDAMA (KISOLO),IYOLWA,OJILAI,21230102,2911,3085.0,94.4,5996.0,HF1704
Iyolwa HC III,HC III,Government,MOH,Functional,34.0847,0.62196,BUKEDI,TORORO,WEST BUDAMA,MAGOLA,212304,WEST BUDAMA COUNTY SOUTH,TORORO,WEST BUDAMA (KISOLO),MAGOLA,POYAMER,21230404,1321,1478.0,89.4,2799.0,HF1705
Kirewa Chawolo HC II,HC II,Government,MOH,Functional,33.9259,0.77483,BUKEDI,TORORO,WEST BUDAMA,KIREWA,212302,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),KIREWA,SONI,21230205,2934,3217.0,91.2,6151.0,HF1706
Mifumi HC III,HC III,Private Not For Profit,CSO,Functional,33.932111,0.74852,BUKEDI,TORORO,WEST BUDAMA,KIREWA,212302,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),KIREWA,MIFUUMI,21230203,3160,3300.0,95.8,6460.0,HF1707
Kirewa Comm. HC III,HC III,Government,MOH,Functional,33.932111,0.74852,BUKEDI,TORORO,WEST BUDAMA,KIREWA,212302,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),KIREWA,MIFUUMI,21230203,3160,3300.0,95.8,6460.0,HF1708
Gwaragwara HC II,HC II,Government,MOH,Functional,34.10269,0.73312,BUKEDI,TORORO,WEST BUDAMA,KISOKO,212303,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),KISOKO,KISOKO,21230302,2557,2732.0,93.6,5289.0,HF1709
Morikiswa HC II,HC II,Government,MOH,Functional,34.112426,0.754999,BUKEDI,TORORO,WEST BUDAMA,KISOKO,212303,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),KISOKO,KISOKO,21230302,2557,2732.0,93.6,5289.0,HF1710
Geno Nursing Home HC II,HC II,Private For Profit,,Functional,34.12154,0.75428,BUKEDI,TORORO,WEST BUDAMA,KISOKO,212303,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),KISOKO,KISOKO,21230302,2557,2732.0,93.6,5289.0,HF1711
Kisoko HC III,HC III,Government,MOH,Functional,34.112426,0.754999,BUKEDI,TORORO,WEST BUDAMA,KISOKO,212303,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),KISOKO,KISOKO,21230302,2557,2732.0,93.6,5289.0,HF1712
Atangi HC III,HC III,Government,MOH,Functional,34.23691,0.75344,BUKEDI,TORORO,TORORO,KWAPA,212101,TORORO SOUTH COUNTY,TORORO,TORORO,KWAPA,KWAPA,21210103,4045,4303.0,94.0,8348.0,HF1713
Magola HC II,HC II,Government,MOH,Functional,34.11501,0.70923,BUKEDI,TORORO,WEST BUDAMA,RUBONGI,212311,WEST BUDAMA COUNTY SOUTH,TORORO,WEST BUDAMA (KISOLO),RUBONGI,PANYANGASI,21231105,4153,4388.0,94.6,8541.0,HF1714
Poyameri HC III,HC III,Government,MOH,Functional,34.05497,0.62696,BUKEDI,TORORO,WEST BUDAMA,MAGOLA,212304,WEST BUDAMA COUNTY SOUTH,TORORO,WEST BUDAMA (KISOLO),MAGOLA,GULE,21230401,2877,2925.0,98.4,5802.0,HF1715
Maliri HC II,HC II,Government,MOH,Functional,34.13224,0.8784,BUKEDI,TORORO,TORORO,MOLO,212105,TORORO NORTH COUNTY,TORORO,TORORO,MOLO,KIDOKO,21210501,1915,1994.0,96.0,3909.0,HF1716
Merikit HC III,HC III,Government,MOH,Functional,34.13961,0.81923,BUKEDI,TORORO,TORORO,MERIKIT,212104,TORORO NORTH COUNTY,TORORO,TORORO,MERIKIT,MALIRI,21210404,2865,3165.0,90.5,6030.0,HF1717
Kidoko HC II,HC II,Government,MOH,Functional,34.08075,0.74646,BUKEDI,TORORO,WEST BUDAMA,KISOKO,212303,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),KISOKO,MORIKISWA,21230303,2155,2296.0,93.9,4451.0,HF1718
Molo HC III,HC III,Government,MOH,Functional,34.17378,0.84054,BUKEDI,TORORO,TORORO,MOLO,212105,TORORO NORTH COUNTY,TORORO,TORORO,MOLO,MOLO,21210503,2659,2992.0,88.9,5651.0,HF1719
Apetai HC II,HC II,Government,MOH,Functional,34.19018,0.74779,BUKEDI,TORORO,TORORO,MUKUJU,212106,TORORO NORTH COUNTY,TORORO,TORORO,MUKUJU,MUKUJU,21210605,2771,2879.0,96.2,5650.0,HF1720
Kamuli HC II,HC II,Government,MOH,Functional,34.20955,0.78618,BUKEDI,TORORO,TORORO,MUKUJU,212106,TORORO NORTH COUNTY,TORORO,TORORO,MUKUJU,PETA,21210606,3447,3727.0,92.5,7174.0,HF1721
Mukuju HC IV,HC IV,Government,MOH,Functional,34.190183,0.747797,BUKEDI,TORORO,TORORO,MUKUJU,212106,TORORO NORTH COUNTY,TORORO,TORORO,MUKUJU,MUKUJU,21210605,2771,2879.0,96.2,5650.0,HF1722
