name,type,ownership,authority,status,longitude,latitude,F15Regions,DName2016,CName2016,SName2016,scode,costituenc,d,c,s,p,pc2016,mpopn,fpopn,SexRatio,tpopn,hf_id
Paya HC III,HC III,Government,MOH,Functional,33.987083,0.831699,BUKEDI,TORORO,WEST BUDAMA,PAYA,212309,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),PAYA,PAYA,21230903,3966,3947.0,100.5,7913.0,HF1744
Petta HC III,HC III,Government,MOH,Functional,34.10747,0.78054,BUKEDI,TORORO,WEST BUDAMA,PETTA,212310,WEST BUDAMA COUNTY NORTH,TORORO,WEST BUDAMA (KISOLO),PETTA,RAMOGI,21231004,1823,1906.0,95.6,3729.0,HF1746
Rubongi Military HOSPITAL,General Hospital,Government,Army,Functional,34.037279,0.65806,BUKEDI,TORORO,WEST BUDAMA,MULANDA,212305,WEST BUDAMA COUNTY SOUTH,TORORO,WEST BUDAMA (KISOLO),MULANDA,LWALA,21230501,6451,6819.0,94.6,13270.0,HF1747
Panyangasi/Kidera HC III,HC III,Government,MOH,Functional,34.163714,0.73654,BUKEDI,TORORO,WEST BUDAMA,RUBONGI,212311,WEST BUDAMA COUNTY SOUTH,TORORO,WEST BUDAMA (KISOLO),RUBONGI,NYANGOLE,21231103,4390,4547.0,96.5,8937.0,HF1749
Benedictine Eye HOSPITAL,General Hospital,Government,MOH,Functional,34.19622,0.70331,BUKEDI,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,212201,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,NYANGOLE,21220104,1286,1364.0,94.3,2650.0,HF1751
Tororo General HOSPITAL,General Hospital,Government,MOH,Functional,34.187079,0.697967,BUKEDI,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,212201,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,KASOLI,21220103,2187,2630.0,83.2,4817.0,HF1752
Benedictine EYE,General Hospital,Private Not For Profit,UCMB,Functional,34.20036,0.69698,BUKEDI,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,212201,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,KASOLI,21220103,2187,2630.0,83.2,4817.0,HF1753
St. Anthony'S Tororo HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,34.179151,0.686363,BUKEDI,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,212202,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,AGURURU B,21220202,2107,2266.0,93.0,4373.0,HF1754
Mudakor HC III,HC III,Government,MOH,Functional,34.1789,0.68361,BUKEDI,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,212201,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,EASTERN DIVISION,AMAGORO B,21220102,2735,2948.0,92.8,5683.0,HF1758
Divine Mercy HOSPITAL,General Hospital,Private For Profit,,Functional,34.17884,0.69186,BUKEDI,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,212202,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,CENTRAL,21220204,2362,2568.0,92.0,4930.0,HF1760
Bison HC III,HC III,Government,MOH,Functional,34.1778,0.70426,BUKEDI,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,212202,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,BISON MAGURIA,21220203,3379,3808.0,88.7,7187.0,HF1764
Immaculate Nursing Home HC III,HC III,NGO,,Functional,34.1778,0.70426,BUKEDI,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,212202,TORORO MUNICIPALITY,TORORO,TORORO MUNICIPALITY,WESTERN DIVISION,BISON MAGURIA,21220203,3379,3808.0,88.7,7187.0,HF1765
Abim HOSPITAL,General Hospital,Government,MOH,Functional,33.66236,2.67686,KARAMOJA,ABIM,LABWOR,ABIM TOWN COUNCIL,314102,LABWOR COUNTY,ABIM,LABWOR,ABIM TOWN COUNCIL,KALAKALA,31410201,1056,1097.0,96.3,2153.0,HF1769
Alerek HC III,HC III,Government,MOH,Functional,33.73088,2.95626,KARAMOJA,ABIM,LABWOR,ALEREK,314103,LABWOR COUNTY,ABIM,LABWOR,ALEREK,KULODWONG,31410302,1682,1725.0,97.5,3407.0,HF1773
Orwamuge HC III,HC III,Government,MOH,Functional,33.627871,2.522805,KARAMOJA,ABIM,LABWOR,LOTUKEI,314104,LABWOR COUNTY,ABIM,LABWOR,LOTUKEI,ORWAMUGE,31410408,1420,1594.0,89.1,3014.0,HF1776
Morulem HC III,HC III,Private Not For Profit,UCMB,Functional,33.700791,2.59313,KARAMOJA,ABIM,LABWOR,ABIM TOWN COUNCIL,314102,LABWOR COUNTY,ABIM,LABWOR,ABIM TOWN COUNCIL,OYARO,31410203,1828,1899.0,96.3,3727.0,HF1780
Nyakwae HC III,HC III,Government,MOH,Functional,33.945495,2.52819,KARAMOJA,ABIM,LABWOR,NYAKWAE,314106,LABWOR COUNTY,ABIM,LABWOR,NYAKWAE,ROGOM,31410605,1538,1671.0,92.0,3209.0,HF1784
Adjumani   HOSPITAL,General Hospital,Government,MOH,Functional,31.791966,3.377464,WEST NILE,ADJUMANI,EAST MOYO,ADJUMANI TOWN COUNCIL,301101,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,ADJUMANI TOWN COUNCIL,CENTRAL,30110102,5758,6225.0,92.5,11983.0,HF1785
Adjumani Mission HC III,HC III,Private Not For Profit,UCMB,Functional,31.782109,3.378619,WEST NILE,ADJUMANI,EAST MOYO,ADJUMANI TOWN COUNCIL,301101,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,ADJUMANI TOWN COUNCIL,CESIA,30110103,5943,6523.0,91.1,12466.0,HF1786
Openzinzi HC III,HC III,Government,MOH,Functional,31.80622,3.33542,WEST NILE,ADJUMANI,EAST MOYO,PAKELE,301110,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,PAKELLE,PERECI,30111009,2025,2200.0,92.0,4225.0,HF1788
Arinyapi HC II,HC III,Government,MOH,Functional,32.00804,3.47113,WEST NILE,ADJUMANI,EAST MOYO,ARINYAPI,301103,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,ARINYAPI,ITUJU,30110303,1390,1391.0,99.9,2781.0,HF1791
Ciforo HC III,HC III,Government,MOH,Functional,31.7112,3.35613,WEST NILE,ADJUMANI,EAST MOYO,CIFORO,301104,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,CIFORO,LOA,30110402,1824,1829.0,99.7,3653.0,HF1795
Dzaipi HC III,HC III,Government,MOH,Functional,31.9552,3.39322,WEST NILE,ADJUMANI,EAST MOYO,DZAIPI,301105,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,DZAIPI,MGBERE,30110504,1836,2017.0,91.0,3853.0,HF1800
Zoka HC II,HC III,Private Not For Profit,Local Government,Functional,31.854467,3.35945,WEST NILE,ADJUMANI,EAST MOYO,PAKELE,301110,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,PAKELLE,PAKELE TOWN BOARD,30111008,2775,2856.0,97.2,5631.0,HF1804
Mungula HC IV,HC IV,Government,MOH,Functional,31.793447,3.192876,WEST NILE,ADJUMANI,EAST MOYO,ITIRIKWA,301106,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,ITIRIKWA,MUNGULA,30110604,3973,4427.0,89.7,8400.0,HF1805
Ofua HC III,HC III,Government,MOH,Functional,31.785253,3.25808,WEST NILE,ADJUMANI,EAST MOYO,OFUA,301107,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,OFUA,OFUA CENTRAL,30110703,1656,1918.0,86.3,3574.0,HF1808
Alere HC III,HC III,Government,MOH,Functional,31.757133,3.462641,WEST NILE,ADJUMANI,EAST MOYO,PACARA,301109,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,PACARA,ALERE,30110901,3074,3160.0,97.3,6234.0,HF1813
Robidire HC III,HC III,Private For Profit,UCMB,Functional,31.74598,3.44033,WEST NILE,ADJUMANI,EAST MOYO,PACARA,301109,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,PACARA,ALERE,30110901,3074,3160.0,97.3,6234.0,HF1814
Pakele HC III,HC III,Government,MOH,Functional,31.85509,3.35692,WEST NILE,ADJUMANI,EAST MOYO,PAKELE,301110,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,PAKELLE,PAKELE TOWN BOARD,30111008,2775,2856.0,97.2,5631.0,HF1818
Maryland Kocoa HC III,HC III,Private Not For Profit,UCMB,Functional,31.81995,3.36518,WEST NILE,ADJUMANI,EAST MOYO,PAKELE,301110,ADJUMANI EAST COUNTY,ADJUMANI,EAST MOYO,PAKELLE,PERECI,30111009,2025,2200.0,92.0,4225.0,HF1819
Ukusijoni HC III,HC III,Government,MOH,Functional,31.683179,3.284425,WEST NILE,ADJUMANI,EAST MOYO,UKUSIJONI,301108,ADJUMANI WEST COUNTY,ADJUMANI,EAST MOYO,OKUSIJONI,PAYARU,30110805,1148,1237.0,92.8,2385.0,HF1824
Adilang HC III,HC III,Government,MOH,Functional,33.47525,2.74138,ACHOLI,AGAGO,AGAGO,ADILANG,322101,AGAGO COUNTY,AGAGO,AGAGO,ADILANG,LALAL,32210103,1282,1430.0,89.7,2712.0,HF1828
Lukole HC III,HC III,Government,MOH,Functional,33.33905,2.8356,ACHOLI,AGAGO,AGAGO,AGAGO TOWN COUNCIL,322102,AGAGO COUNTY,AGAGO,AGAGO,AGAGO TOWN COUNCIL,AGAGO CENTRAL,32210202,806,833.0,96.8,1639.0,HF1829
Acholpii HC III,HC III,Government,MOH,Functional,33.099431,2.697541,ACHOLI,AGAGO,AGAGO,ARUM,322103,AGAGO COUNTY,AGAGO,AGAGO,ARUM,KAZIKAZI,32210304,1618,1705.0,94.9,3323.0,HF1830
Kalongo Ambrosoli Memorial HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,33.43579,3.02789,ACHOLI,AGAGO,AGAGO,LAPONO,322107,AGAGO NORTH COUNTY,AGAGO,AGAGO,LAPONO,KAKET,32210702,2674,2738.0,97.7,5412.0,HF1831
Lira-Kato HC III,HC III,Government,MOH,Functional,33.495932,2.863642,ACHOLI,AGAGO,AGAGO,LAPONO,322107,AGAGO NORTH COUNTY,AGAGO,AGAGO,LAPONO,LIRA-KATO,32210704,2652,2979.0,89.0,5631.0,HF1839
Lira-Palwo HC III,HC III,Government,MOH,Functional,33.166054,2.786638,ACHOLI,AGAGO,AGAGO,LIRA PALWO,322108,AGAGO COUNTY,AGAGO,AGAGO,LIRA PALWO,OMONGO,32210805,2024,2165.0,93.5,4189.0,HF1844
Paimol HC III,HC III,Government,MOH,Functional,33.43471,3.131651,ACHOLI,AGAGO,AGAGO,PAIMOL,322112,AGAGO NORTH COUNTY,AGAGO,AGAGO,PAIMOL,NGORA,32211202,2611,2747.0,95.0,5358.0,HF1852
Patongo HC III,HC IV,Government,MOH,Functional,33.303782,2.778143,ACHOLI,AGAGO,AGAGO,PATONGO TOWN COUNCIL,322115,AGAGO COUNTY,AGAGO,AGAGO,PATONGO TOWN COUNCIL,AKOMO,32211501,675,678.0,99.6,1353.0,HF1856
Wol HC III,HC III,Government,MOH,Functional,33.189769,3.14192,ACHOLI,AGAGO,AGAGO,WOL,322116,AGAGO NORTH COUNTY,AGAGO,AGAGO,WOL,ROGO,32211608,1513,1628.0,92.9,3141.0,HF1860
Abako HC III,HC III,Government,MOH,Functional,33.22367,2.14555,LANGO,ALEBTONG,MOROTO,AWEI,323108,AJURI COUNTY,ALEBTONG,MOROTO,AWEI,OJUL,32310803,2744,2865.0,95.8,5609.0,HF1861
Alanyi HC III,HC III,Private Not For Profit,UCMB,Functional,33.26303,2.13244,LANGO,ALEBTONG,MOROTO,ABAKO,323101,AJURI COUNTY,ALEBTONG,MOROTO,ABAKO,ALANGI,32310101,2484,2591.0,95.9,5075.0,HF1862
Aloi Mission HC III,HC III,Private Not For Profit,UCMB,Functional,33.13966,2.26562,LANGO,ALEBTONG,MOROTO,AKURA,323103,MOROTO COUNTY,ALEBTONG,MOROTO,AKURA,OTWEOTOKE,32310305,2590,2678.0,96.7,5268.0,HF1867
Alebtong HC IV,HC IV,Government,MOH,Functional,33.23659,2.26365,LANGO,ALEBTONG,MOROTO,ALEBTONG TOWN COUNCIL,323104,MOROTO COUNTY,ALEBTONG,MOROTO,ALEBTONG TOWN COUNCIL,ALYEC WARD,32310401,1056,1094.0,96.5,2150.0,HF1868
AmugU HC III,HC III,Government,MOH,Functional,33.24205,2.10163,LANGO,ALEBTONG,MOROTO,ABAKO,323101,AJURI COUNTY,ALEBTONG,MOROTO,ABAKO,ANYIT,32310104,2441,2642.0,92.4,5083.0,HF1870
Apala HC III,HC III,Government,MOH,Functional,33.04103,2.40401,LANGO,ALEBTONG,MOROTO,APALA,323107,MOROTO COUNTY,ALEBTONG,MOROTO,APALA,OKWANGOLE,32310704,2139,2273.0,94.1,4412.0,HF1872
Omoro HC III,HC III,Government,MOH,Functional,33.39233,2.23926,LANGO,ALEBTONG,MOROTO,OMORO,323109,AJURI COUNTY,ALEBTONG,MOROTO,OMORO,ABUKAMOLA,32310901,4295,4539.0,94.6,8834.0,HF1878
Awonangiro HC II,HC III,Government,MOH,Functional,32.98001,1.69905,LANGO,AMOLATAR,KIOGA,AGIKDAK,315101,KIOGA COUNTY,AMOLATAR,KIOGA,AGIKDAK,AWONANGIRO,31510104,1017,1099.0,92.5,2116.0,HF1879
Amolatar HC IV,HC IV,Government,MOH,Functional,32.842983,1.640539,LANGO,AMOLATAR,KIOGA,AMOLATAR TOWN COUNCIL,315104,KIOGA COUNTY,AMOLATAR,KIOGA,AMOLATAR TOWN COUNCIL,INOMO,31510405,1192,1108.0,107.6,2300.0,HF1882
Aputi HC III,HC III,Government,MOH,Functional,32.913257,1.725994,LANGO,AMOLATAR,KIOGA,APUTI,315105,KIOGA COUNTY,AMOLATAR,KIOGA,APUTI,AMAI,31510503,1371,1504.0,91.2,2875.0,HF1883
Etam HC III,HC III,Government,MOH,Functional,32.702308,1.662688,LANGO,AMOLATAR,KIOGA,ETAM,315108,KIOGA COUNTY,AMOLATAR,KIOGA,ETAM,ETAM,31510806,1646,1630.0,101.0,3276.0,HF1885
Acii HC II,HC III,Government,MOH,Functional,32.63669,1.57998,LANGO,AMOLATAR,KIOGA,NAMASALE,315110,KIOGA COUNTY,AMOLATAR,KIOGA,NAMASALE,ACII,31511001,2004,1923.0,104.2,3927.0,HF1887
Namasale HC III,HC III,Government,MOH,Functional,32.700967,1.548269,LANGO,AMOLATAR,KIOGA,NAMASALE,315110,KIOGA COUNTY,AMOLATAR,KIOGA,NAMASALE,NABWEYO,31511006,1243,1245.0,99.8,2488.0,HF1888
Biko HC II,HC III,Government,MOH,Functional,32.6384,1.50636,LANGO,AMOLATAR,KIOGA,NAMASALE TOWN COUNCIL,315111,KIOGA COUNTY,AMOLATAR,KIOGA,NAMASALE TOWN COUNCIL,AWEIPEKO,31511101,1124,1038.0,108.3,2162.0,HF1889
Amuru HC III,HC III,Government,UCMB,Functional,32.022891,2.812358,ACHOLI,AMURU,KILAK,AMURU,316101,KILAK COUNTY,AMURU,KILAK,AMURU,PAMUCA,31610105,2642,2741.0,96.4,5383.0,HF1896
Otwee HC III,HC III,Government,MOH,,31.85948,2.80572,ACHOLI,AMURU,KILAK,AMURU TOWN COUNCIL,316102,KILAK COUNTY,AMURU,KILAK,AMURU TOWN COUNCIL,OTWEE,31610203,1604,1552.0,103.4,3156.0,HF1897
Bibia HC III,HC III,Government,MOH,Functional,32.078242,3.481146,ACHOLI,AMURU,KILAK,ATTIAK,316103,KILAK NORTH COUNTY,AMURU,KILAK,ATIAAK,BIBIA,31610301,4130,3804.0,108.6,7934.0,HF1902
Atiak HC IV,HC IV,Government,MOH,Functional,32.122702,3.262006,ACHOLI,AMURU,KILAK,ATTIAK,316103,KILAK NORTH COUNTY,AMURU,KILAK,ATIAAK,KAL,31610302,2357,2623.0,89.9,4980.0,HF1903
Kaladima HC III,HC III,Government,MOH,Functional,32.13854,2.82537,ACHOLI,AMURU,KILAK,LAMOGI,316104,KILAK COUNTY,AMURU,KILAK,LAMOGI,PAGORO,31610407,3256,3385.0,96.2,6641.0,HF1909
Olwal HC III,HC III,Government,MOH,Functional,32.077516,2.84599,ACHOLI,AMURU,KILAK,LAMOGI,316104,KILAK COUNTY,AMURU,KILAK,LAMOGI,GIRAGIRA,31610403,3161,3441.0,91.9,6602.0,HF1910
Pabbo (Govt) HC III,HC III,Government,MOH,Functional,32.14462,3.01068,ACHOLI,AMURU,KILAK,PABO,316105,KILAK NORTH COUNTY,AMURU,KILAK,PABBO,KAL,31610502,4365,4809.0,90.8,9174.0,HF1917
Pabbo (Ngo) HC III,HC III,Private Not For Profit,UCMB,Functional,32.12607,3.00217,ACHOLI,AMURU,KILAK,PABO,316105,KILAK NORTH COUNTY,AMURU,KILAK,PABBO,KAL,31610502,4365,4809.0,90.8,9174.0,HF1918
Abedober HC III,HC III,Private Not For Profit,UCMB,Functional,32.8508,1.94593,LANGO,APAC,KWANIA,ABONGOMOLA,302101,KWANIA COUNTY,APAC,KWANIA,ABONGOMOLA,AMORIGOGA,30210105,3094,3389.0,91.3,6483.0,HF1921
Abongomola HC III,HC III,Government,,Functional,32.83161,1.9996,LANGO,APAC,KWANIA,ABONGOMOLA,302101,KWANIA COUNTY,APAC,KWANIA,ABONGOMOLA,ACHUNGI,30210103,2726,2836.0,96.1,5562.0,HF1922
Aduku HC IV,HC IV,Government,MOH,Functional,32.71821,1.99544,LANGO,APAC,KWANIA,ADUKU TOWN COUNCIL,302103,KWANIA COUNTY,APAC,KWANIA,ADUKU TOWN COUNCIL,IKWERA,30210301,1226,1358.0,90.3,2584.0,HF1927
Akokoro HC III,HC III,Government,MOH,Functional,32.39149,1.69949,LANGO,APAC,MARUZI,AKOKORO,302201,MARUZI COUNTY,APAC,MARUZI,AKOKORO,AKOKORO,30220101,1967,1985.0,99.1,3952.0,HF1930
Apoi HC III,HC III,Government,MOH,Functional,32.49727,1.73669,LANGO,APAC,MARUZI,AKOKORO,302201,MARUZI COUNTY,APAC,MARUZI,AKOKORO,APOI,30220104,2342,2128.0,110.1,4470.0,HF1931
Apac HOSPITAL,General Hospital,Government,MOH,Functional,32.533801,1.981577,LANGO,APAC,APAC MUNICIPALITY,APAC TOWN COUNCIL,302303,APAC MUNICIPALITY,APAC,APAC MUNICIPALITY,AKERE DIVISION,CENTRAL,30230203,5225,5635.0,92.7,10860.0,HF1934
Apwori HC III,HC III,Government,MOH,Functional,32.70076,1.84939,LANGO,APAC,KWANIA,CHAWENTE,302104,KWANIA COUNTY,APAC,KWANIA,CHAWENTE,ACENLWOLO,30210401,3305,3262.0,101.3,6567.0,HF1937
Chawente HC III,HC III,Government,MOH,Functional,32.65179,1.78781,LANGO,APAC,KWANIA,CHAWENTE,302104,KWANIA COUNTY,APAC,KWANIA,CHAWENTE,ALIDO,30210403,2819,2954.0,95.4,5773.0,HF1938
Teboke (Gvt) HC III,HC III,Government,MOH,Functional,32.58629,2.20244,LANGO,APAC,MARUZI,CHEGERE,302204,MARUZI COUNTY,APAC,MARUZI,CHEGERE,TEBOKE,30220410,1676,1798.0,93.2,3474.0,HF1942
Ibuje HC III,HC III,Government,MOH,Functional,32.37804,1.90068,LANGO,APAC,MARUZI,IBUJE,302205,MARUZI COUNTY,APAC,MARUZI,IBUJE,AMIIABERIDWOGO,30220505,2265,2365.0,95.8,4630.0,HF1946
Alenga HC III,HC III,Private Not For Profit,UCMB,Functional,32.34985,1.85142,LANGO,APAC,MARUZI,IBUJE,302205,MARUZI COUNTY,APAC,MARUZI,IBUJE,AGANGA,30220501,3316,3242.0,102.3,6558.0,HF1947
Inomo HC III,HC III,Government,MOH,Functional,32.67603,2.07697,LANGO,APAC,KWANIA,INOMO,302105,KWANIA COUNTY,APAC,KWANIA,INOMO,INOMO,30210506,2212,2299.0,96.2,4511.0,HF1948
Nambieso HC III,HC III,Government,MOH,Functional,32.79356,1.87129,LANGO,APAC,KWANIA,NAMBIESO,302106,KWANIA COUNTY,APAC,KWANIA,NAMBEISO,AORNGA,30210604,2173,2303.0,94.4,4476.0,HF1952
Cilio HC III,HC III,Government,MOH,Functional,31.03118,3.19758,WEST NILE,ARUA,TEREGO,AII-VU,303401,TEREGO COUNTY,ARUA,TEREGO,AII-VU,ONZORO,30340107,2594,2687.0,96.5,5281.0,HF1955
Aripea HC III,HC III,Private Not For Profit,UCMB,Functional,31.04076,3.17306,WEST NILE,ARUA,TEREGO,AII-VU,303401,TEREGO COUNTY,ARUA,TEREGO,AII-VU,ARIPIA,30340102,2750,2967.0,92.7,5717.0,HF1956
Ajia HC III,HC III,Government,MOH,Functional,31.02721,2.91913,WEST NILE,ARUA,VURRA,AJIA,303501,VURRA COUNTY,ARUA,VURRA,AJIA,OMBOKORO,30350109,1800,2050.0,87.8,3850.0,HF1958
Bondo Mailitary HC III,HC III,Government,Army,,30.99598,2.83095,WEST NILE,ARUA,VURRA,ARIVU,303502,VURRA COUNTY,ARUA,VURRA,ARIVU,AWIKA,30350201,2973,2907.0,102.3,5880.0,HF1960
Bondo HC III,HC III,Government,MOH,Functional,30.99598,2.83095,WEST NILE,ARUA,VURRA,ARIVU,303502,VURRA COUNTY,ARUA,VURRA,ARIVU,AWIKA,30350201,2973,2907.0,102.3,5880.0,HF1961
Aroi HC III,HC III,Government,MOH,Functional,30.89712,3.11364,WEST NILE,ARUA,AYIVU,AROI,303202,AYIVU COUNTY,ARUA,AYIVU,AROI,ROBU,30320206,1990,2150.0,92.6,4140.0,HF1962
Arua Police HC III,HC III,Government,MOH,Functional,30.91136,3.01712,WEST NILE,ARUA,ARUA MUNICIPALITY,ARUA HILL DIVISION,303101,ARUA MUNICIPALITY,ARUA,ARUA MUNICIPALITY,ARUA HILL,BAZAR WARD,30310102,2263,2274.0,99.5,4537.0,HF1964
Arua REGIONAL REF HOSPITAL,RR Hospital,Government,MOH,Functional,30.90576,3.01991,WEST NILE,ARUA,ARUA MUNICIPALITY,RIVER OLI DIVISION,303102,ARUA MUNICIPALITY,ARUA,RIVER OLI DIVISION,RIVER OLI DIVISION,KENYA WARD,30310201,6279,7069.0,88.8,13348.0,HF1965
St. Francis Ocodri HC III,HC III,Private For Profit,,Functional,31.06687,3.0741,WEST NILE,ARUA,TEREGO,BILEAFE,303402,TEREGO COUNTY,ARUA,TEREGO,BILEAFE,AJIRAKU,30340203,2249,2419.0,93.0,4668.0,HF1968
Oriajini HOSPITAL,General Hospital,Private Not For Profit,UMMB,Functional,30.96805,3.17313,WEST NILE,MARACHA,MARACHA,KIJOMORO,320101,MARACHA COUNTY,MARACHA,MARACHA,KIJOMORO,AMBIDRO,32010102,2522,2886.0,87.4,5408.0,HF1970
Wandi HC III,HC III,Government,MOH,Functional,30.99093,3.10997,WEST NILE,ARUA,TEREGO,KATRINI,303403,TEREGO COUNTY,ARUA,AYIVU,KATRINI,ONZORO,30340306,2598,2931.0,88.6,5529.0,HF1972
Ombidriondrea HC III,HC III,Government,MOH,Functional,30.96583,3.0714,WEST NILE,ARUA,AYIVU,MANIBE,303205,AYIVU COUNTY,ARUA,AYIVU,MANIBE,EWADRI,30320502,1697,1901.0,89.3,3598.0,HF1974
Odupi HC III,HC III,Government,MOH,Functional,30.954979,3.008899,WEST NILE,ARUA,AYIVU,OLUKO,303206,AYIVU COUNTY,ARUA,AYIVU,OLUKO,AMBEKO,30320601,1060,1140.0,93.0,2200.0,HF1976
Siripi HC III,HC III,Government,MOH,Functional,31.27238,3.1619,WEST NILE,ARUA,TEREGO,ODUPI,303405,TEREGO EAST COUNTY,ARUA,TEREGO,UDUPI,IMVEPI,30340502,4899,4836.0,101.3,9735.0,HF1977
Yinga HC III,HC III,Government,MOH,Functional,31.24197,3.26063,WEST NILE,ARUA,TEREGO,ODUPI,303405,TEREGO EAST COUNTY,ARUA,TEREGO,UDUPI,LUGBARI,30340503,2261,2430.0,93.0,4691.0,HF1978
Otumbari St. Lawrence HC III,HC III,Private Not For Profit,UCMB,Functional,31.14894,3.26576,WEST NILE,ARUA,TEREGO,OMUGO,303404,TEREGO EAST COUNTY,ARUA,TEREGO,OMUGO,ANGAZI,30340401,2561,2833.0,90.4,5394.0,HF1979
Offaka HC III,HC III,Government,MOH,Functional,31.02975,2.63948,WEST NILE,ARUA,MADI OKOLLO,OFFAKA,303303,UPPER MADI COUNTY,ARUA,MADI-OKOLLO,OFFAKA,ELIBU,30330302,2478,2621.0,94.5,5099.0,HF1980
Inde HC III,HC III,Government,MOH,Functional,31.2134,2.88227,WEST NILE,ARUA,MADI OKOLLO,OGOKO,303304,LOWER MADI COUNTY,ARUA,MADI-OKOLLO,OGOKO,AYAVU,30330401,1888,1910.0,98.8,3798.0,HF1983
Okollo Refugee HC III,HC III,Government,MOH,Functional,31.1474,2.65821,WEST NILE,ARUA,MADI OKOLLO,OKOLLO,303305,UPPER MADI COUNTY,ARUA,MADI-OKOLLO,OKOLLO,OKOLLO,30330503,2574,2914.0,88.3,5488.0,HF1985
Oyima HC III,HC III,Government,MOH,Functional,31.2479,2.68622,WEST NILE,ARUA,MADI OKOLLO,OKOLLO,303305,UPPER MADI COUNTY,ARUA,MADI-OKOLLO,OKOLLO,BAITO,30330502,1966,1943.0,101.2,3909.0,HF1986
Arua Prison HC III,HC III,,Prisons,Functional,30.90462,3.032166,WEST NILE,ARUA,ARUA MUNICIPALITY,RIVER OLI DIVISION,303102,ARUA MUNICIPALITY,ARUA,ARUA MUNICIPALITY,RIVER OLI DIVISION,TANGANYIKA,30310203,7232,8343.0,86.7,15575.0,HF1988
River Oli HC IV,HC IV,Government,MOH,Functional,30.90051,3.0302,WEST NILE,ARUA,ARUA MUNICIPALITY,RIVER OLI DIVISION,303102,ARUA MUNICIPALITY,ARUA,RIVER OLI DIVISION,RIVER OLI DIVISION,KENYA WARD,30310201,6279,7069.0,88.8,13348.0,HF1989
Riki HC III,HC III,Government,MOH,Functional,31.03641,3.02219,WEST NILE,ARUA,AYIVU,OLUKO,303206,AYIVU COUNTY,ARUA,AYIVU,OLUKO,YABIAVOKO,30320609,2021,2221.0,91.0,4242.0,HF1991
Oluko Solidale HC III,HC III,Private Not For Profit,UCMB,Functional,30.97743,3.01761,WEST NILE,ARUA,AYIVU,OLUKO,303206,AYIVU COUNTY,ARUA,AYIVU,OLUKO,TURU,30320607,1328,1497.0,88.7,2825.0,HF1992
Omugo HC IV,HC IV,Government,MOH,Functional,31.11511,3.27945,WEST NILE,ARUA,TEREGO,OMUGO,303404,TEREGO EAST COUNTY,ARUA,TEREGO,OMUGO,ANGAZI,30340401,2561,2833.0,90.4,5394.0,HF1994
Ediofe HC III,HC III,Private Not For Profit,UCMB,Functional,30.89648,3.01559,WEST NILE,ARUA,AYIVU,PAJULU,303207,AYIVU COUNTY,ARUA,AYIVU,PAJULU,KOMITE,30320705,3031,3695.0,82.0,6726.0,HF1995
Pawor HC III,HC III,Government,MOH,,31.33793,2.79519,WEST NILE,ARUA,MADI OKOLLO,PAWOR,303306,LOWER MADI COUNTY,ARUA,MADI-OKOLLO,PAWOR,PARABOK,30330604,1170,1324.0,88.4,2494.0,HF1996
Rhino Camp HC IV,HC IV,Government,MOH,Functional,31.39745,2.9761,WEST NILE,ARUA,MADI OKOLLO,RHINO CAMP,303307,LOWER MADI COUNTY,ARUA,MADI-OKOLLO,RHINO CAMP,ERAMVA,30330704,1990,2195.0,90.7,4185.0,HF1999
